sep = ,
country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source,note
Austria,AUT,Europe,8932664,cases,NA,2020-01,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-02,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-03,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-04,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-05,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-06,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-07,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,NA,2020-08,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12,2020-09,NA,12,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,115,2020-10,1.4217483160678606,127,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,874,2020-11,11.071725075520584,1001,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3046,2020-12,43.88388503138594,4047,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5098,2020-13,91.17101012643037,9145,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3114,2020-14,91.93226119330134,12259,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1838,2020-15,55.43698945801611,14097,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,686,2020-16,28.255848423269924,14783,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,450,2020-17,12.717370764197556,15233,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,309,2020-18,8.496905290515796,15542,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,260,2020-19,6.369880250729234,15802,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,324,2020-20,6.5378032801860675,16126,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,264,2020-21,6.58258275470789,16390,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,195,2020-22,5.138444701379118,16585,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,228,2020-23,4.735429430682717,16813,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,172,2020-24,4.477947452182238,16985,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,248,2020-25,4.70184482479135,17233,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,334,2020-26,6.515413542925156,17567,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,640,2020-27,10.903802046063749,18207,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,597,2020-28,13.84805249587357,18804,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,784,2020-29,15.460113578659177,19588,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,872,2020-30,18.538702452034467,20460,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,792,2020-31,18.62826140107811,21252,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,721,2020-32,16.937836237879317,21973,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1461,2020-33,24.42720335165411,23434,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1908,2020-34,37.7155124160049,25342,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1943,2020-35,43.1114390958845,27285,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2263,2020-36,47.08561745969623,29548,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3995,2020-37,70.05748788939111,33543,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5215,2020-38,103.10474008649604,38758,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,4661,2020-39,110.56052259437946,43419,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5602,2020-40,114.89293675436578,49021,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,7488,2020-41,146.54083037266375,56509,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9898,2020-42,194.633986009101,66407,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18261,2020-43,315.2363057649991,84668,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,31615,2020-44,558.3552678126033,116283,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,44773,2020-45,855.153624943242,161056,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,47837,2020-46,1036.7567838664927,208893,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40699,2020-47,991.1488890660166,249592,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,31142,2020-48,804.2505572805604,280734,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23070,2020-49,606.8962181942587,303804,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18694,2020-50,467.5424934823475,322498,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14841,2020-51,375.41991952232837,337339,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,13415,2020-52,316.3222080221533,350754,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14916,2020-53,317.16182316943747,365670,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14636,2021-01,330.83075776722376,380306,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,10948,2021-02,286.40951904157595,391254,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,10156,2021-03,236.2565075771349,401410,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9513,2021-04,220.19187109243111,410923,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9115,2021-05,208.53801284812684,420038,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9458,2021-06,207.92229507345178,429496,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11626,2021-07,236.03261020452578,441122,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14178,2021-08,288.8723901402762,455300,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,16313,2021-09,341.34273941122154,471613,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18218,2021-10,386.5700086782622,489831,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,21074,2021-11,439.86877822786124,510905,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,22296,2021-12,485.5214525028592,533201,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,20779,2021-13,482.21896625687475,553980,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,17589,2021-14,429.52471961332026,571569,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,16809,2021-15,385.08109115041157,588378,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15046,2021-16,356.61254022316297,603424,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12529,2021-17,308.69850248481305,615953,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9016,2021-18,241.1934446431658,624969,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5736,2021-19,165.14670203648095,630705,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,4152,2021-20,110.69486101794493,634857,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3155,2021-21,81.80090508273904,638012,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2423,2021-22,62.44497722068131,640435,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1686,2021-23,45.99971520254204,642121,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1002,2021-24,30.09180687866464,643123,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,681,2021-25,18.840963905056768,643804,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,632,2021-26,14.698862511788196,644436,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,1088,2021-27,19.255174044383622,645524,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2197,2021-28,36.77514345104663,647721,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,2529,2021-29,52.90694914753314,650250,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3261,2021-30,64.8182893703379,653511,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,3662,2021-31,77.50207552864408,657173,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,5903,2021-32,107.07891845030777,663076,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,8066,2021-33,156.38111989883421,671142,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,9437,2021-34,195.94378563886428,680579,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11273,2021-35,231.8457293367354,691852,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14084,2021-36,283.86828386246253,705936,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,13761,2021-37,311.72111701503604,719697,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,11753,2021-38,285.62587823744406,731450,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12600,2021-39,272.6286357574851,744050,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,12771,2021-40,284.0250120232889,756821,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15338,2021-41,314.67656233347634,772159,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23830,2021-42,438.4806145176848,795989,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,34557,2021-43,653.6347947264109,830546,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,56412,2021-44,1018.386004443915,886958,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,78620,2021-45,1511.6655009076799,965578,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,97086,2021-46,1967.005587582831,1062664,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,82539,2021-47,2010.8782777455863,1145203,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,50813,2021-48,1492.8581216085145,1196016,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29146,2021-49,895.130500822599,1225162,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18844,2021-50,537.241745575564,1244006,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14605,2021-51,374.4571608201092,1258611,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,23029,2021-52,421.30768603856586,1281640,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,62194,2022-01,954.0602892933172,1343834,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,110553,2022-02,1933.8799713053127,1454387,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,175980,2022-03,3207.699293290333,1630367,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,227275,2022-04,4514.386749574371,1857642,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,231846,2022-05,5139.799280483403,2089488,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,216387,2022-06,5017.909550835003,2305875,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,195512,2022-07,4611.155194016029,2501387,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,185350,2022-08,4263.700056332579,2686737,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,217008,2022-09,4504.344952412853,2903745,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,299204,2022-10,5778.925525464744,3202949,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,315890,2022-11,6885.896525381454,3518839,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,248039,2022-12,6313.1110719041935,3766878,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,151681,2022-13,4474.812888965711,3918559,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,96526,2022-14,2778.644758159492,4015085,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,63286,2022-15,1789.0743455703696,4078371,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,48997,2022-16,1256.9934344334456,4127368,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40350,2022-17,1000.2279275253161,4167718,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,36971,2022-18,865.5984373754571,4204689,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29762,2022-19,747.0671683161933,4234451,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,20284,2022-20,560.2583954797807,4254735,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,15294,2022-21,398.29103613434916,4270029,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,19507,2022-22,389.5926232084852,4289536,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,25415,2022-23,502.89588861732625,4314951,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,40803,2022-24,741.3018109715086,4355754,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,60223,2022-25,1130.972798260407,4415977,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,71281,2022-26,1472.1700043794326,4487258,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,73764,2022-27,1623.759720504432,4561022,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,83409,2022-28,1759.5310872545972,4644431,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,79547,2022-29,1824.271012544522,4723978,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,54660,2022-30,1502.429734287554,4778638,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,42903,2022-31,1092.2049681931392,4821541,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,38601,2022-32,912.4265728566528,4860142,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,37656,2022-33,853.6870971526523,4897798,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,33704,2022-34,798.8658254693113,4931502,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29627,2022-35,708.9822252353833,4961129,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,28960,2022-36,655.873768452502,4990089,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,36220,2022-37,729.6815373330957,5026309,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,52258,2022-38,990.4995866854501,5078567,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,83433,2022-39,1519.0429193351501,5162000,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,97847,2022-40,2029.4057853289903,5259847,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,86399,2022-41,2062.6097656869215,5346246,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,58633,2022-42,1623.614187212236,5404879,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,37101,2022-43,1071.7295534680359,5441980,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,29399,2022-44,744.458763925297,5471379,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,24782,2022-45,606.5491772667147,5496161,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,27033,2022-46,580.0621180870567,5523194,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,30237,2022-47,641.130126466192,5553431,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,33272,2022-48,710.9749118516044,5586703,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,33266,2022-49,744.8841689332544,5619969,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,34736,2022-50,761.2734566082414,5654705,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,32950,2022-51,757.7358781210174,5687655,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,24815,2022-52,646.6715864382675,5712470,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,18796,2023-01,488.219415842799,5731266,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,14954,2023-02,377.82681627787633,5746220,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,13849,2023-03,322.4458011630125,5760069,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,19929,2023-04,378.1402725995291,5779998,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,26727,2023-05,522.3077908225363,5806725,TESSy COVID-19,
Austria,AUT,Europe,8932664,cases,28855,2023-06,622.233188217983,5835580,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-01,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-02,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-03,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-04,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-05,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-06,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-07,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,NA,2020-08,NA,NA,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0,2020-09,NA,0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,0,2020-10,0,0,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,2,2020-11,0.2238973726091119,2,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,30,2020-12,3.5823579617457906,32,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,101,2020-13,14.66527790589683,133,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,127,2020-14,25.524300477438757,260,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,150,2020-15,31.009786106362,410,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,120,2020-16,30.22614530223011,530,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,78,2020-17,22.165839888302077,608,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,51,2020-18,14.441380533287719,659,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,32,2020-19,9.291740963278144,691,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,14,2020-20,5.149639570009574,705,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,18,2020-21,3.5823579617457906,723,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-22,3.6943066480503464,738,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-23,3.3584605891366786,753,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-24,3.3584605891366786,768,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,17,2020-25,3.5823579617457906,785,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,17,2020-26,3.8062553343549026,802,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,9,2020-27,2.910665843918455,811,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,7,2020-28,1.7911789808728953,818,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,10,2020-29,1.9031276671774513,828,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,8,2020-30,2.0150763534820073,836,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,17,2020-31,2.7987171576138987,853,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,12,2020-32,3.2465119028321228,865,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,10,2020-33,2.462871098700231,875,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,13,2020-34,2.574819785004787,888,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,6,2020-35,2.127025039786563,894,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,16,2020-36,2.462871098700231,910,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2020-37,3.4704092754412343,925,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,24,2020-38,4.365998765877682,949,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,34,2020-39,6.4930238056642455,983,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,40,2020-40,8.28420278653714,1023,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,71,2020-41,12.426304179805712,1094,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,65,2020-42,15.22502133741961,1159,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,126,2020-43,21.382199084170185,1285,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,261,2020-44,43.324141599863154,1546,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,397,2020-45,73.66223558839782,1943,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,623,2020-46,114.18766003064707,2566,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,767,2020-47,155.60867396333276,3333,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,857,2020-48,181.80466655859888,4190,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,921,2020-49,199.04476424950047,5111,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,848,2020-50,198.0372260727595,5959,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,705,2020-51,173.8563098309754,6664,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,615,2020-52,147.77226592201387,7279,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,517,2020-53,126.72591289675734,7796,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,436,2021-01,106.68709804824182,8232,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,450,2021-02,99.18653606583658,8682,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,400,2021-03,95.15638335887256,9082,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,369,2021-04,86.08853976820353,9451,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,298,2021-05,74.66977376513881,9749,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,254,2021-06,61.795674840114884,10003,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,218,2021-07,52.83977993575041,10221,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,224,2021-08,49.48131934661373,10445,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,190,2021-09,46.34675613008616,10635,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,214,2021-10,45.227269267040604,10849,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,245,2021-11,51.38444701379118,11094,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,216,2021-12,51.6083443864003,11310,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,271,2021-13,54.51901023031875,11581,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,251,2021-14,58.43721425097821,11832,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,243,2021-15,55.30265103445064,12075,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,200,2021-16,49.59326803291829,12275,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,193,2021-17,43.99583371769049,12468,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,157,2021-18,39.182040206594586,12625,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,105,2021-19,29.33055581179366,12730,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73,2021-20,19.92686616221096,12803,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,72,2021-21,16.232559514160613,12875,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,47,2021-22,13.321893670242158,12922,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,36,2021-23,9.291740963278144,12958,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,32,2021-24,7.612510668709805,12990,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,19,2021-25,5.709383001532354,13009,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,23,2021-26,4.70184482479135,13032,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,11,2021-27,3.8062553343549026,13043,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,13,2021-28,2.686768471309343,13056,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2021-29,3.1345632165275665,13071,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,15,2021-30,3.3584605891366786,13086,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,19,2021-31,3.8062553343549026,13105,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,16,2021-32,3.9182040206594584,13121,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,12,2021-33,3.1345632165275665,13133,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,35,2021-34,5.26158825631413,13168,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,43,2021-35,8.731997531755365,13211,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,51,2021-36,10.52317651262826,13262,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,85,2021-37,15.22502133741961,13347,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73,2021-38,17.687892436119842,13420,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,80,2021-39,17.12814900459706,13500,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,73,2021-40,17.12814900459706,13573,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,106,2021-41,20.038814848515514,13679,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,112,2021-42,24.4048136143932,13791,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,141,2021-43,28.323017635052658,13932,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,207,2021-44,38.95814283398547,14139,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,335,2021-45,60.676187977069326,14474,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,394,2021-46,81.6105923160213,14868,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,480,2021-47,97.84315183018191,15348,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,480,2021-48,107.47073885237371,15828,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,405,2021-49,99.07458737953202,16233,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,281,2021-50,76.79679880492539,16514,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,172,2021-51,50.71275489596385,16686,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,129,2021-52,33.69655457767134,16815,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,90,2022-01,24.516762300697753,16905,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,69,2022-02,17.799841122424397,16974,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,80,2022-03,16.680354259378838,17054,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,107,2022-04,20.934404338951964,17161,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,141,2022-05,27.763274203529875,17302,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,178,2022-06,35.71163093115335,17480,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,193,2022-07,41.53296261899026,17673,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,215,2022-08,45.67506401225883,17888,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,219,2022-09,48.58572985617728,18107,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,194,2022-10,46.234807443781605,18301,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,236,2022-11,48.13793511095906,18537,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,281,2022-12,57.877470819455425,18818,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,283,2022-13,63.13905907576956,19101,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,214,2022-14,55.63849709336431,19315,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,160,2022-15,41.86880867790393,19475,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,124,2022-16,31.793426910493892,19599,TESSy COVID-19,
Austria,AUT,Europe,8932664,deaths,90,2022-17,23.957018869174973,19689,TESSy COVID-19,
